『咪咕•专线』,#genre#
动漫秀场,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channelid=hnbblive&Contentid=2000000002000000009&IASHttpSessionId=OTT19019320240419154124000281&yang1989$LR•IPV6『线路4』
动漫秀场,http://[2409:8087:74F1:0021::0008]/000000001000PLTV/88888888/224/3221226197/index.m3u8?HlsProfileId=$LR•IPV6『线路5』
动漫秀场,http://124.230.56.221:55555/udp/239.76.246.131:1234$LR•IPV4『线路6』
动漫秀场,http://124.230.56.221:55555/udp/239.76.253.131:9000$LR•IPV4『线路7』
动漫秀场,http://202.103.213.190:8888/udp/239.81.0.68:4056$LR•IPV4『线路8』
动漫秀场,http://180.142.178.242:8138/udp/239.81.0.68:4056$LR•IPV4『线路9』
动漫秀场,http://116.9.131.26:8888/udp/239.81.0.68:4056$LR•IPV4『线路10』
动漫秀场,http://182.90.84.176:8888/rtp/239.81.0.68:4056$LR•IPV4『线路11』
动漫秀场,http://111.162.164.172:8686/udp/225.1.1.134:5002$LR•IPV4『线路12』
动漫秀场,http://117.11.6.207:8888/udp/225.1.1.134:5002$LR•IPV4『线路13』
动漫秀场,http://60.26.2.99:7000/udp/225.1.1.134:5002$LR•IPV4『线路14』
动漫秀场,http://111.165.245.196:8000/udp/225.1.1.134:5002$LR•IPV4『线路15』
动漫秀场,http://116.233.242.71:5000/udp/239.45.3.134:5140$LR•IPV4『线路16』
动漫秀场,http://180.158.103.23:8222/udp/239.45.3.134:5140$LR•IPV4『线路17』
动漫秀场,http://118.183.212.14:6868/udp/239.255.29.16:8231$LR•IPV4『线路18』
动漫秀场,http://27.184.67.55:1024/rtp/239.254.201.165:6358$LR•IPV4『线路19』
动漫秀场,http://171.116.226.81:8083/rtp/226.0.2.183:9376$LR•IPV4『线路20』
动漫秀场,http://60.223.72.79:8002/rtp/226.0.2.183:9376$LR•IPV4『线路21』
动漫秀场,http://183.184.149.113:8001/rtp/226.0.2.183:9376$LR•IPV4『线路22』
动漫秀场,http://118.79.112.207:6000/rtp/226.0.2.183:9376$LR•IPV4『线路23』
动漫秀场,http://171.117.181.232:8084/rtp/226.0.2.183:9376$LR•IPV4『线路24』
动漫秀场,http://115.195.76.173:9988/udp/233.50.200.12:5140$LR•IPV4『线路25』
哈哈炫动,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8$LR•IPV6『线路1』
哈哈炫动,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8$LR•IPV6『线路2』
哈哈炫动,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001232/index.m3u8?$LR•IPV6『线路3』
哈哈炫动,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010117/1.m3u8$LR•IPV6『线路4』
哈哈炫动,http://111.162.164.172:8686/udp/225.1.1.62:5002$LR•IPV4『线路5』
哈哈炫动,http://117.11.6.207:8888/udp/225.1.1.62:5002$LR•IPV4『线路6』
哈哈炫动,http://60.26.2.99:7000/udp/225.1.1.62:5002$LR•IPV4『线路7』
哈哈炫动,http://111.165.245.196:8000/udp/225.1.1.62:5002$LR•IPV4『线路8』
哈哈炫动,http://116.233.242.71:5000/udp/239.45.1.55:5140$LR•IPV4『线路9』
哈哈炫动,http://180.158.103.23:8222/udp/239.45.1.55:5140$LR•IPV4『线路10』
哈哈炫动,http://118.183.212.14:6868/udp/239.255.29.37:8231$LR•IPV4『线路11』
哈哈炫动,http://171.116.226.81:8083/rtp/226.0.2.44:8264$LR•IPV4『线路12』
哈哈炫动,http://60.223.72.79:8002/rtp/226.0.2.44:8264$LR•IPV4『线路13』
哈哈炫动,http://183.184.149.113:8001/rtp/226.0.2.44:8264$LR•IPV4『线路14』
哈哈炫动,http://118.79.112.207:6000/rtp/226.0.2.44:8264$LR•IPV4『线路15』
哈哈炫动,http://171.117.181.232:8084/rtp/226.0.2.44:8264$LR•IPV4『线路16』
哈哈炫动,http://115.195.76.173:9988/udp/233.50.201.74:5140$LR•IPV4『线路17』
哈哈炫动,http://183.148.16.142:8088/udp/233.50.201.74:5140$LR•IPV4『线路18』
哈哈炫动,http://183.164.33.215:4022/rtp/238.1.78.82:6528$LR•IPV4『线路19』
哈哈炫动,http://183.165.36.18:4022/rtp/238.1.78.82:6528$LR•IPV4『线路20』
哈哈炫动,http://124.72.196.137:4022/rtp/239.61.2.70:8414$LR•IPV4『线路21』
哈哈炫动,http://59.61.122.230:8888/rtp/239.61.2.70:8414$LR•IPV4『线路22』
哈哈炫动,http://171.8.171.28:8800/rtp/239.16.10.117:2000$LR•IPV4『线路23』
哈哈炫动,http://116.230.182.74:9898/udp/239.45.1.55:5140$LR•IPV4『线路24』
哈哈炫动,http://ddns.cyruslee.top:8888/udp/239.77.0.81:5146$LR•IPV4『线路25』
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8$LR•IPV6『线路1』
金鹰卡通,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8$LR•IPV6『线路2』
金鹰卡通,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000057BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0T0ZQXwaiVktPr6ILPKXqwOw2VoxnxHvBSRSzCCC3szSwIgrD0rUpRXeaqChwLXCf0$LR•IPV6『线路3』
金鹰卡通,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010107/1.m3u8$LR•IPV6『线路4』
金鹰卡通,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000057BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF/2bWjKgahUTWDyIgRkFJBAHMhA2ayG0T0ZQXwaiVktPr6ILPKXqwOw2VoxnxHvBSRSzCCC3szSwIgrD0rUpRXeaqChwLXCf0$LR•IPV6『线路5』
金鹰卡通,http://222.217.246.118:8181/tsfile/live/1093_1.m3u8$LR•IPV4『线路6』
金鹰卡通,http://180.137.22.122:8181/tsfile/live/1093_1.m3u8$LR•IPV4『线路7』
金鹰卡通,http://222.83.135.190:8181/tsfile/live/1093_1.m3u8$LR•IPV4『线路8』
金鹰卡通,http://183.236.32.24:9901/hls/1049/index.m3u8$LR•IPV4『线路9』
金鹰卡通,http://180.142.220.34:8181/tsfile/live/1093_1.m3u8$LR•IPV4『线路10』
金鹰卡通,http://119.98.71.95:8888/rtp/239.69.1.248:11130$LR•IPV4『线路11』
金鹰卡通,http://119.98.233.15:5555/rtp/239.69.1.248:11130$LR•IPV4『线路12』
金鹰卡通,http://27.18.6.11:4022/rtp/239.69.1.248:11130$LR•IPV4『线路13』
金鹰卡通,http://113.57.93.165:9900/tsfile/live/1000_1.m3u8$LR•IPV4『线路14』
金鹰卡通,http://124.230.56.221:55555/udp/239.76.246.107:1234$LR•IPV4『线路15』
金鹰卡通,http://124.230.56.221:55555/udp/239.76.253.107:9000$LR•IPV4『线路16』
金鹰卡通,http://124.230.56.221:55555/udp/239.76.252.120:9000$LR•IPV4『线路17』
金鹰卡通,http://119.129.173.5:8081/hls/71/index.m3u8$LR•IPV4『线路18』
金鹰卡通,http://125.71.114.162:9991/udp/239.93.0.108:5140$LR•IPV4『线路19』
金鹰卡通,http://175.152.81.25:9998/udp/239.93.0.108:5140$LR•IPV4『线路20』
金鹰卡通,http://119.4.14.41:4022/udp/239.93.0.108:5140$LR•IPV4『线路21』
金鹰卡通,http://182.138.201.26:9991/udp/239.93.0.108:5140$LR•IPV4『线路22』
金鹰卡通,http://125.70.183.105:8123/udp/239.93.0.108:5140$LR•IPV4『线路23』
金鹰卡通,http://171.38.149.129:8082udp://@224.1.2.43:32043$LR•IPV4『线路24』
金鹰卡通,http://202.103.213.190:8888/udp/239.81.0.61:4056$LR•IPV4『线路25』
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8$LR•IPV6『线路1』
优漫卡通,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8$LR•IPV6『线路2』
优漫卡通,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010118/1.m3u8$LR•IPV6『线路3』
优漫卡通,http://183.236.32.24:9901/hls/1051/index.m3u8$LR•IPV4『线路4』
优漫卡通,http://110.53.218.182:9902udp://@238.0.0.1:8036$LR•IPV4『线路5』
优漫卡通,http://125.71.114.162:9991/udp/239.93.0.251:5140$LR•IPV4『线路6』
优漫卡通,http://175.152.81.25:9998/udp/239.93.0.251:5140$LR•IPV4『线路7』
优漫卡通,http://119.4.14.41:4022/udp/239.93.0.251:5140$LR•IPV4『线路8』
优漫卡通,http://182.138.201.26:9991/udp/239.93.0.251:5140$LR•IPV4『线路9』
优漫卡通,http://125.70.183.105:8123/udp/239.93.0.251:5140$LR•IPV4『线路10』
优漫卡通,http://171.38.149.129:8082udp://@224.1.2.46:32046$LR•IPV4『线路11』
优漫卡通,http://27.184.67.55:1024/rtp/239.254.201.203:7178$LR•IPV4『线路12』
优漫卡通,http://171.8.171.28:8800/rtp/239.16.10.44:2000$LR•IPV4『线路13』
优漫卡通,http://202.99.155.67:8888/udp/239.253.93.204:6382$LR•IPV4『线路14』
优漫卡通,http://101.31.195.182:4000/udp/239.253.93.204:6382$LR•IPV4『线路15』
优漫卡通,http://121.29.90.47:7077/udp/239.253.93.204:6382$LR•IPV4『线路16』
优漫卡通,http://ddns.cyruslee.top:8888/udp/239.77.0.222:5146$LR•IPV4『线路17』
优漫卡通,http://ddns.cyruslee.top:8888/udp/239.77.1.79:5146$LR•IPV4『线路18』
优漫卡通,http://ygbh.live/js.php?id=ymkt$LR•IPV4『线路19』
优漫卡通,https://stream1.freetv.fun/61f1d51aed4a6e4ad9cde2362c1b00cd4cc8fb72bcf69d78458d36a46822d598.m3u8$LR•IPV4『线路20』
优漫卡通,https://stream1.freetv.fun/4073fb5ec1ec48f010e1db882aeb63ddc7104c56c5c729c4d08e932d585591a8.m3u8$LR•IPV4『线路21』
优漫卡通,https://stream1.freetv.fun/ac5eafae4e70b19313da6c3dab1c94cf397035762561a767f703c1706b173488.m3u8$LR•IPV4『线路22』
优漫卡通,https://stream1.freetv.fun/4f3e660db4b75f218546c35fbdf55813ca1cd497ebcaa5fa4d873cff81c402f5.m3u8$LR•IPV4『线路23』
优漫卡通,https://stream1.freetv.fun/9a50e666912cb82bd584eb50bb030b7f654275ed05a586ef3c63ac39789df94b.m3u8$LR•IPV4『线路24』
优漫卡通,http://39.134.66.66/PLTV/88888888/224/3221225556/index.m3u8$LR•IPV4『线路25』
靖洋卡通,p3p://108.181.20.159:23520/626104fd000e0f742df488f03ab9480b$LR•IPV4
福建少儿,http://124.72.196.137:4022/rtp/239.61.2.9:8048$LR•IPV4『线路1』
福建少儿,http://59.61.122.230:8888/rtp/239.61.2.9:8048$LR•IPV4『线路2』
福建少儿,http://117.27.190.42:9998/tsfile/live/23290_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路3』
福建少儿,http://117.27.190.42:9998/tsfile/live/23290_1.m3u8$LR•IPV4『线路4』
福建少儿,http://117.27.190.42:9998/tsfile/live/23290_1.m3u8?key=txiptv$LR•IPV4『线路5』
广东少儿,http://14.145.222.236:8888/udp/239.77.0.250:5146$LR•IPV4『线路1』
广东少儿,http://14.145.222.236:8888/udp/239.77.0.12:5146$LR•IPV4『线路2』
广东少儿,http://14.117.233.100:9000/udp/239.77.0.250:5146$LR•IPV4『线路3』
广东少儿,http://14.117.233.100:9000/udp/239.77.0.12:5146$LR•IPV4『线路4』
广东少儿,http://183.236.32.24:9901/hls/1046/index.m3u8$LR•IPV4『线路5』
广东少儿,http://113.66.7.24:8000/udp/239.77.0.250:5146$LR•IPV4『线路6』
广东少儿,http://113.66.7.24:8000/udp/239.77.0.12:5146$LR•IPV4『线路7』
广东少儿,http://119.134.3.177:8888/udp/239.77.0.250:5146$LR•IPV4『线路8』
广东少儿,http://119.134.3.177:8888/udp/239.77.0.12:5146$LR•IPV4『线路9』
广东少儿,http://183.7.128.185:8088/udp/239.77.0.250:5146$LR•IPV4『线路10』
广东少儿,http://183.7.128.185:8088/udp/239.77.0.12:5146$LR•IPV4『线路11』
广东少儿,http://119.129.173.5:8081/hls/32/index.m3u8$LR•IPV4『线路12』
广东少儿,http://171.38.149.129:8082udp://@224.1.2.4:32004$LR•IPV4『线路13』
广东少儿,http://119.122.214.182:4022/udp/239.77.0.250:5146$LR•IPV4『线路14』
广东少儿,http://113.109.248.232:9999/udp/239.77.0.250:5146$LR•IPV4『线路15』
广东少儿,http://www.zzlag.top:9087/tsfile/live/1039_1.m3u8?key=txiptv$LR•IPV4『线路16』
广东少儿,http://61.144.103.154:8090/udp/239.77.0.250:5146$LR•IPV4『线路17』
广东少儿,http://14.117.234.37:9000/udp/239.77.0.250:5146$LR•IPV4『线路18』
广东少儿,http://gmxw.7766.org:808/hls/175/index.m3u8$LR•IPV4『线路19』
广东少儿,https://stream1.freetv.fun/a372f5cd6f389bcfb77fdfa88633e16d2f745d648907084bfd0befa9ce2bd403.m3u8$LR•IPV4『线路20』
广东少儿,https://stream1.freetv.fun/7f5d91d703ee916906433f86d026c8b9cde7d83dd34d9d02fbbf129f5f9e319c.m3u8$LR•IPV4『线路21』
广东少儿,https://stream1.freetv.fun/9e3bb2f0e2e33140f2eacb1d7cb90fff3e38e70ba760ab5f984b2a9e2f929d87.m3u8$LR•IPV4『线路22』
广东少儿,http://php.jdshipin.com:8880/chudian.php?id=gdse$LR•IPV4『线路23』
浙江少儿,http://115.195.76.173:9988/udp/233.50.201.138:5140$LR•IPV4『线路1』
浙江少儿,http://183.148.16.142:8088/udp/233.50.201.138:5140$LR•IPV4『线路2』
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$LR•IPV4『线路3』
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?$LR•IPV4『线路4』
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$LR•IPV4『线路5』
浙江少儿,http://115.192.156.135:4022/udp/233.50.201.138:5140$LR•IPV4『线路6』
浙江少儿,http://115.193.154.26:10000/udp/233.50.201.138:5140$LR•IPV4『线路7』
浙江少儿,http://hzdx.chiang.fun:3333/tsfile/live/1009_1.m3u8$LR•IPV4『线路8』
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$LR•IPV4『线路9』
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8$LR•IPV4『线路10』
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787$LR•IPV4『线路11』
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/360p.m3u8$LR•IPV4『线路12』
影视频道,#genre#
CHC动作电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380763222d00/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNSXQZMUEnZPBI3Y%2BI8ABE4PJC%2B6OvlZZw5ubC%2FbrIdxFJJY1CcAGU%2BYDDQV9oJ%2FVqQ$LR•IPV6『线路1』
CHC动作电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380763222d00/index.m3u8?m3u8_level=2$LR•IPV6『线路2』
CHC动作电影,http://119.98.71.95:8888/rtp/239.69.1.242:11094$LR•IPV4『线路3』
CHC动作电影,http://119.98.233.15:5555/rtp/239.69.1.242:11094$LR•IPV4『线路4』
CHC动作电影,http://27.18.6.11:4022/rtp/239.69.1.242:11094$LR•IPV4『线路5』
CHC动作电影,http://124.230.56.221:55555/udp/239.76.245.243:1234$LR•IPV4『线路6』
CHC动作电影,http://111.162.164.172:8686/udp/225.1.1.215:5002$LR•IPV4『线路7』
CHC动作电影,http://117.11.6.207:8888/udp/225.1.1.215:5002$LR•IPV4『线路8』
CHC动作电影,http://60.26.2.99:7000/udp/225.1.1.215:5002$LR•IPV4『线路9』
CHC动作电影,http://111.165.245.196:8000/udp/225.1.1.215:5002$LR•IPV4『线路10』
CHC动作电影,http://171.116.226.81:8083/rtp/226.0.2.94:8012$LR•IPV4『线路11』
CHC动作电影,http://60.223.72.79:8002/rtp/226.0.2.94:8012$LR•IPV4『线路12』
CHC动作电影,http://183.184.149.113:8001/rtp/226.0.2.94:8012$LR•IPV4『线路13』
CHC动作电影,http://118.79.112.207:6000/rtp/226.0.2.94:8012$LR•IPV4『线路14』
CHC动作电影,http://171.117.181.232:8084/rtp/226.0.2.94:8012$LR•IPV4『线路15』
CHC动作电影,http://124.72.196.137:4022/rtp/239.61.3.16:9616$LR•IPV4『线路16』
CHC动作电影,http://59.61.122.230:8888/rtp/239.61.3.16:9616$LR•IPV4『线路17』
CHC动作电影,http://42.236.161.90:8888/rtp/225.1.4.208:1261$LR•IPV4『线路18』
CHC动作电影,http://61.52.29.182:13579/rtp/225.1.4.208:1261$LR•IPV4『线路19』
CHC动作电影,http://115.57.160.34:4022/rtp/225.1.4.208:1261$LR•IPV4『线路20』
CHC动作电影,http://42.231.182.119:8089/rtp/225.1.4.208:1261$LR•IPV4『线路21』
CHC动作电影,http://58.19.38.162:9901/tsfile/live/1037_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路22』
CHC动作电影,http://58.215.231.9/live2.rxip.sc96655.com/live/wqCHCdzdyH265_4000.m3u8$LR•IPV4『线路23』
CHC动作电影,http://58.215.231.58/live2.rxip.sc96655.com/live/wqCHCdzdyH265_4000.m3u8$LR•IPV4『线路24』
CHC动作电影,http://58.215.231.60/live2.rxip.sc96655.com/live/wqCHCdzdyH265_4000.m3u8$LR•IPV4『线路25』
CHC高清电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380764b172c9/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNS8qWmEGeaUedzcFVVumqf9cm8lJoOcrIZueLbqOJTuoPV%2FwBk6CoHYGFV14SkLW04$LR•IPV6『线路1』
CHC高清电影,http://58.215.231.9/live2.rxip.sc96655.com/live/lnwsCHC-HDH265_4000.m3u8$LR•IPV4『线路2』
CHC高清电影,http://58.215.231.58/live2.rxip.sc96655.com/live/lnwsCHC-HDH265_4000.m3u8$LR•IPV4『线路3』
CHC高清电影,http://58.215.231.60/live2.rxip.sc96655.com/live/lnwsCHC-HDH265_4000.m3u8$LR•IPV4『线路4』
CHC高清电影,http://58.216.99.148:80/live2.rxip.sc96655.com/live/lnwsCHC-HDH265_4000.m3u8$LR•IPV4『线路5』
CHC高清电影,http://ddns.cyruslee.top:8888/udp/239.77.0.27:5146$LR•IPV4『线路6』
CHC高清电影,http://115.45.102.23:8888/udp/239.77.0.27:5146$LR•IPV4『线路7』
CHC高清电影,http://fxgm.fxjf.work:19901/tsfile/live/1016_1.m3u8$LR•IPV4『线路8』
CHC高清电影,P2p://generationnexxxt.com:19806/c77364a223374152b5dfccd162cc159a$LR•IPV4『线路9』
CHC高清电影,p3p://108.181.20.159:23520/63ec4caf00020428e445513c2d902fdb$LR•IPV4『线路10』
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8$LR•IPV4『线路11』
CHC高清电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1$LR•IPV4『线路12』
CHC高清电影,http://111.20.40.171/PLTV/88888893/224/3221226463/index.m3u8$LR•IPV4『线路13』
CHC高清电影,http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8$LR•IPV4『线路14』
CHC高清电影,http://223.151.51.27:85/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路15』
CHC高清电影,http://www.yao87.com:4022/udp/239.76.245.242:1234$LR•IPV4『线路16』
CHC家庭影院,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807601b19dd/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTrwI%2B%2BngB0lPRofcD8hTNRxu2SqX2RKsLT0S7AyQ8XopIVrD6IJGxdajeuKy4iZqZ4tkZuiEpwSRPszF6PIvg4$LR•IPV6『线路1』
CHC家庭影院,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN63807601b19dd/index.m3u8?m3u8_level=2$LR•IPV6『线路2』
CHC家庭影院,http://119.98.71.95:8888/rtp/239.69.1.243:11100$LR•IPV4『线路3』
CHC家庭影院,http://119.98.233.15:5555/rtp/239.69.1.243:11100$LR•IPV4『线路4』
CHC家庭影院,http://27.18.6.11:4022/rtp/239.69.1.243:11100$LR•IPV4『线路5』
CHC家庭影院,http://124.230.56.221:55555/udp/239.76.245.241:1234$LR•IPV4『线路6』
CHC家庭影院,http://111.162.164.172:8686/udp/225.1.1.213:5002$LR•IPV4『线路7』
CHC家庭影院,http://117.11.6.207:8888/udp/225.1.1.213:5002$LR•IPV4『线路8』
CHC家庭影院,http://60.26.2.99:7000/udp/225.1.1.213:5002$LR•IPV4『线路9』
CHC家庭影院,http://111.165.245.196:8000/udp/225.1.1.213:5002$LR•IPV4『线路10』
CHC家庭影院,http://171.116.226.81:8083/rtp/226.0.2.240:9820$LR•IPV4『线路11』
CHC家庭影院,http://60.223.72.79:8002/rtp/226.0.2.240:9820$LR•IPV4『线路12』
CHC家庭影院,http://183.184.149.113:8001/rtp/226.0.2.240:9820$LR•IPV4『线路13』
CHC家庭影院,http://118.79.112.207:6000/rtp/226.0.2.240:9820$LR•IPV4『线路14』
CHC家庭影院,http://171.117.181.232:8084/rtp/226.0.2.240:9820$LR•IPV4『线路15』
CHC家庭影院,http://42.236.161.90:8888/rtp/225.1.4.209:1262$LR•IPV4『线路16』
CHC家庭影院,http://61.52.29.182:13579/rtp/225.1.4.209:1262$LR•IPV4『线路17』
CHC家庭影院,http://115.57.160.34:4022/rtp/225.1.4.209:1262$LR•IPV4『线路18』
CHC家庭影院,http://42.231.182.119:8089/rtp/225.1.4.209:1262$LR•IPV4『线路19』
CHC家庭影院,http://58.19.38.162:9901/tsfile/live/1036_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路20』
CHC家庭影院,http://58.215.231.9/live2.rxip.sc96655.com/live/jbtygqCHCjtyyH265_4000.m3u8$LR•IPV4『线路21』
CHC家庭影院,http://58.215.231.58/live2.rxip.sc96655.com/live/jbtygqCHCjtyyH265_4000.m3u8$LR•IPV4『线路22』
CHC家庭影院,http://58.215.231.60/live2.rxip.sc96655.com/live/jbtygqCHCjtyyH265_4000.m3u8$LR•IPV4『线路23』
CHC家庭影院,http://58.216.99.148:80/live2.rxip.sc96655.com/live/jbtygqCHCjtyyH265_4000.m3u8$LR•IPV4『线路24』
CHC家庭影院,http://183.184.15.103:8003/rtp/226.0.2.240:9820$LR•IPV4『线路25』
NewTV惊悚悬疑,http://[2409:8087:1a0b:df::4002]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8$LR•IPV6『线路1』
NewTV惊悚悬疑,http://gslbserv.itv.cmvideo.cn:80/1000000004000024282/1.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=3$LR•IPV4『线路2』
NewTV惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8$LR•IPV4『线路3』
NewTV动作电影,http://39.134.65.166/PLTV/88888888/224/3221225555/1.m3u8$LR•IPV4『线路1』
NewTV动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8$LR•IPV4『线路2』
NewTV动作电影,http://111.12.101.22:6610/PLTV/77777777/224/3221225703/index.m3u8?%24$LR•IPV4『线路3』
NewTV动作电影,http://gslbserv.itv.cmvideo.cn:80/1000000004000018653/1.m3u8?channel-id=ystenlive&Contentid=1000000004000018653&livemode=1&stbId=3$LR•IPV4『线路4』
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8$LR•IPV6『线路1』
黑莓电影,http://[2409:8087:1a0b:df::4014]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8$LR•IPV6『线路2』
黑莓电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010073/1.m3u8$LR•IPV6『线路3』
黑莓电影,http://[2409:8087:2001:20:2800:0:df6e:eb08]/ott.mobaibox.com/PLTV/3/224/3221227520/index.m3u8$LR•IPV6『线路4』
黑莓电影,http://39.134.67.226/PLTV/88888888/224/3221225681/index.m3u8$LR•IPV4『线路5』
黑莓电影,http://39.134.65.208/PLTV/88888888/224/3221225681/index.m3u8$LR•IPV4『线路6』
黑莓电影,http://39.135.32.236:6610/PLTV/77777777/224/3221225740/index.m3u8?$LR•IPV4『线路7』
黑莓电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8$LR•IPV4『线路8』
黑莓电影,http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225743/1.m3u8$LR•IPV4『线路9』
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225718/index.m3u8$LR•IPV4『线路10』
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225764/index.m3u8$LR•IPV4『线路11』
黑莓电影,http://39.135.138.58:18890/PLTV/88888888/224/3221225769/index.m3u8$LR•IPV4『线路12』
纬来电影,http://extraott.com:80/live/7921751389/6097373662/5493.m3u8$LR•IPV4『线路1』
纬来电影,p3p://108.181.32.169:24350/64251eae0001bef7ea5959e100ae671e$LR•IPV4『线路2』
纬来电影,p3p://108.181.20.159:23520/62c860e50008ea96c1ae9a96599c6947$LR•IPV4『线路3』
靖天映画,p3p://108.181.20.159:23520/6258eae500040fd80e4f0b2311754279$LR•IPV4『线路1』
靖天映画,P2p://generationnexxxt.com:19806/02870872a71c4d2296b35dd02d5a9973$LR•IPV4『线路2』
靖天戏剧,p3p://108.181.20.159:23520/612db70e000298f98975294e4645098b$LR•IPV4
广东频道,#genre#
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb27]:80/wh7f454c46tw2335730844_336951628/ott.mobaibox.com/PLTV/3/224/3221228566/index.m3u8?icpid=3&RTS=1674459760&from=40&popid=40&hms_devid=2293&prioritypopid=40&vqe=3$LR•IPV6『线路1』
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb0a]:80/wh7f454c46tw2172536660_1354602564/ott.mobaibox.com/PLTV/3/224/3221227399/index.m3u8?icpid=3&RTS=1674386582&from=40&popid=40&hms_devid=2038&prioritypopid=40&vqe=3$LR•IPV6『线路2』
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw1749616194_1855037741/ott.mobaibox.com/PLTV/3/224/3221227249/index.m3u8?icpid=3&RTS=1674386160&from=40&popid=40&hms_devid=2036&prioritypopid=40&vqe=3$LR•IPV6『线路3』
广东卫视,http://[2409:8087:2001:20:2800:0:df6e:eb06]:80/wh7f454c46tw200922983_-1894712676/ott.mobaibox.com/PLTV/3/224/3221227591/index.m3u8?icpid=3&RTS=1674380316&from=40&popid=40&hms_devid=2036&prioritypopid=40&vqe=3$LR•IPV6『线路4』
